articles,summaries
ضلع شہید بینظیر آباد میں منشیات کے خاتمے کے لیے بھرپور کارروائی کر کے کروڑوں روپے مالیت کی منشیات کو قبضہ میں لیا گیا، اس کے علاوہ نشہ أور زیڈ اکیس ؛ گٹکا مین پوری دیگر منشیات بھی برآمد کی گئیں، جب کہ شراب کے کاروبار کرنے والوں کی بھی گردن ناپی گئی ہے۔ انہوں نے بتایا کہ دوڑ شہر میں پولیس نے خفیہ اطلاع ملنے پر کارروائی کر کے صوبہ سندھ میں شراب فزوشی میں ملوث گروہ کا ایک اہم رکن بڑی تعداد میں شراب کی کھیپ کے ساتھ پکڑا گیا ہے۔,﻿ضلع شہید بے نظیر آباد میں پولیس نے خفیہ اطلاع ملنے پر کروڑوں روپے مالیت کی منشیات اور شراب فروشی میں ملوث ایک شخص کو بڑی تعداد میں شراب کی کھیپ کے ساتھ گرفتار کر لیا۔
گزشتہ دنوں ایک غریب شخص محمد عمر کمبھار جو کہ مزدوری کرکے اپنے گھر واپس جا رہا تھا، اسے ڈاکو نے گھیر لیا اور اس کے پاس جو مزدوری سے حاصل کی گئی معمولی رقم تھی، وہ چھین لی۔ تاہم محمد عمر کی جانب سے مزاحمت کی گئی تو ڈاکو نے اسے فائرنگ کرکے زخمی کردیا اور بعد ازاں وہ فوت ہو گیا۔ ایس ایس پی پی نے بتایا کہ اس غریب شخص کی لاش اٹھی تو ان کا دل دھل گیا اور انہوں نے پولیس کو حکم دیا کہ اس بلائنڈ کیس کو حل کیا جائے اور بعد میں پولیس نے اس کے قاتل کارو کھوسو کو کراچی سے خفیہ اطلاع ملنے پر گرفتار کیا۔,﻿گزشتہ دنوں ڈاکوؤں نے ایک غریب شخص سے مزدوری کے پیسے چھین لیے اور مزاحمت  پر فائرنگ سے اسے ہلاک کر دیا۔ پولیس نے خفیہ اطلاع ملنے پر قاتل کو گرفتار کر لیا
گزشتہ دنوں لال شہباز قلندر کے میلے میں سیکیورٹی کے سلسلے میں اطراف کے اضلاع جن میں سانگھڑ نوشہرو فیروز ضلع شہید بینظیر آباد شامل تھے، یہاں سے پولیس نفری کو امن و امان کی صورت حال کنٹرول کرنے کے لیے میلے پر ان کی ڈیوٹی لگائی، لیکن پولیس اہل کاروں نے بجائے ڈیوٹی پر جانے کے کراچی میں جا کر ڈاکے مارنے کو ترجیح دی اور نواب شاہ کا ایک پولیس کانسٹیبل نذیر بروہی اور اس کے ساتھ دو نوشہرو فیروز کے اس کے دوست پولیس کانسٹیبل ایک شخص سے کراچی کے علاقے میں گاڑی چھین کر اور مزاحمت پر اس کو زدوکوب کرکے اور رسیوں سے باندھ کر پھینکنے کے موقع پر رنگے ہاتھوں پکڑے گئے,﻿گزشتہ دنوں لال شہباز قلندر کے میلے میں سیکیورٹی کے سلسلے میں مختلف اضلاع کی پولیس نفری کو طلب کیا گیا۔ مگر پولیس اہلکاروں نے کراچی میں جا کر لوٹ مار کی۔  تین پولیس اہلکار  جو کہ ایک شخص کی گاڑی چھینتے ہوئے رنگے ہاتھوں پکڑے گئے
نواب شاہ سے جو پولیس اہل کار کراچی تبادلے ہوکرگئے تھے، ان کی بڑی تعداد بھی کراچی میں اسٹریٹ کرائم میں ملوث پائی گئی تھی اور اس سلسلے میں کراچی میں پولیس ذرائع کا کہنا ہے کہ جب اسلام آباد میں سندھ سے 15 ہزار پولیس اہلکار گئے تھے، تو اس وقت کراچی میں اسٹریٹ کرائم میں بڑی حد تک کمی واقع ہوئی تھی اور اس دوران اندرونِ سندھ بھی جرائم میں کمی واقع ہو گئی تھی۔ تاہم یہ بات اہم ہے کہ ڈی آئی جی بے نظیر آباد ڈویژن محمد یونس چانڈیو نے بتایا کہ محکمہ پولیس کو جرائم پیشہ افراد سے بھرپور طریقے سے نمٹنے کا ٹاسک دیا گیا ہے اور اس سلسلے میں روزانہ کی بنیاد پر تمام ایس ایس پیز کو ہدایت کی گئی,﻿نواب شاہ سے کراچی تبادلے ہو کر جانے والے جو پولیس اہلکار کی بڑی تعداد سٹریٹ کرائم میں ملوث پائی گئی۔ اور ان کے کراچی سے اسلام آباد جانے سے کراچی میں سٹریٹ کرائم میں کمی آئی. ڈی آئی جی کا کہنا ہے کہ جرائم پیشہ افراد کے خلاف کاروائی کی جا رہی ہے۔
شہر میں اسٹریٹ کرائم کے بعد ٹارگٹ کِلنگ کے واقعات بھی ایک بار پھر شروع ہو گئے ہیں۔ گزشتہ دِنوں گلستان جوہر میں نامعلوم ملزمان کی فائرنگ سے معلم اور فیڈریشن آف پرائیویٹ اسکولز پاکستان کے وائس چیئرمین جاں بحق ہو گئے۔ واقعہ گلستان جوہر تھانے کی حدود بلاک 7 انوار القرآن کے قریب پیش آیا۔ 55 سالہ سید خالد رضا ولد سید وصی کو انکے گھر کی دہلیز پر نشانہ بنایا گیا،ملزمان نے ان کے ماتھے پر گولی ماری اور فرار ہو گئے۔ خالد رضا کے قتل کی ذمے داری کالعدم سندھودیش روولیوشنری آرمی نے قبول کی ہے۔,﻿ گزشتہ دنوں نامعلوم افراد نے ماتھے پر گولی مار کر فیڈریشن آف پرائیویٹ سکولز پاکستان کے وائس چیئرمین کو قتل کر دیا. قتل کی ذمہ داری سندھو دیش روولیو شنری آرمی نے قبول کر لی۔
کشمیر روڈ پر گزشتہ ہفتے تاجر عمر ہارون کی ٹارگٹ کِلنگ میں ملوث ملزمان کا تاحال پولیس سراغ نہیں لگا سکی۔ ابتدائی تحقیقات کے مطابق مسلح افراد نے عامر ہارون پر کلاشنکوف کی کم از کم آٹھ گولیاں فائر کیں ، جب کہ اسے تین گولیاں لگیں، جس سے وہ جاں بحق ہوگیا۔ پولیس کے تفتیش کاروں نے جائے وقوعہ سے کلاشنکوف کے آٹھ خالی خول برآمد کیے ہیں، جنہیں فرانزک کے لیے بھیج دیا گیا ہے۔ مقتول عامر ہارون کشمیر روڈ کا رہائشی تھا۔ متاثرہ شخص گھر جا رہا تھا، جب موٹرسائیکل پر سوار حملہ آور کشمیر کمپلیکس کے قریب اس کی گاڑی کے سامنے آئے اور تیز رفتاری سے بھاگنے سے پہلے اسے گولی مار دی۔,﻿کشمیر روڈ پر گزشتہ ہفتے ایک تاجر کو گھر جاتے ہوئے ٹارگٹ کلنگ کر کے قتل کر دیا گیا۔ ملزمان تاحال فرار ہیں پولیس کا کہنا ہے کہ ملزمان نے کلاشن کوف کے اٹھ فائر کیے جس میں سے تین مقتول کو لگے۔.
پنجاب سے کاروبار کے سلسلے میں کراچی آنے والے نوجوان کو قتل کردیا گیا۔نوجوان کی لاش شاہ لطیف ٹاؤن تھانے کی حدود سے ملی تھی، جسے اغواء کے بعد تشدد کا نشانہ بنا کر قتل کیا گیا تھا۔ پولیس کے مطابق مرغی خانہ پل ملیر ندی کے قریب سے ملنے والی نوجوان کی شناخت محمد عمر مختیار کے والد مختیار احمد کے نام سے ہوئی۔ مقتول کے والد کا کہنا ہے  کہ میرا بیٹا آن لائن کپڑے کا کاروبار کرتا تھا، کپڑے کی خریداری کے سلسلے میں کراچی اور لاہور آتا جارہتا تھا۔ بیٹے نے 2مارچ کی شب حیدرآباد سے کراچی پہنچنےکی فون پر اطلاع دی،بیٹے کو کپڑے کی خریداری کے لیے 1لاکھ 10ہزار روپے آن لائن بھجوائے ،3 مارچ کو پولیس کی جانب سے فون کال موصول ہوئی کہ بیٹے کی تشدد زدہ لاش ملی ہے۔,﻿پنجاب سے کراچی کاروبار کے سلسلے میں آنے والے نوجوان کی تشدد شدہ لاش ملی۔ نوجوان کے والد کا کہنا تھا کہ بیٹا آن لائن کپڑے کا کاروبار کرتا تھا جو لاہور سے کراچی آتا جاتا رہتا تھا ایک رات پہلے اسے پیسے بھجوائے تھے اور اگلے دن پولیس نے قتل کی اطلاع دی ۔
سہراب گوٹھ تھانے کی حدود جونیجو کالونی میں موٹر سائیکل پر سوار ملزمان نے عبدالقیوم مسجد کے قریب ایک شخص پر اندھا دھند فائرنگ کردی، جس کے نتیجے میں 65 سالہ نیک محمد ولدفضل محمد موقع پر ہی جاں بحق ہوگیا۔ واردات کے بعد ملزمان موقع سے فرار ہونے میں کام یاب ہوگئے، پولیس کے مطابق مقتول کا آبائی تلعق پشاور سے تھا اور وہ کپڑوں کی تجارت کرتا تھا۔ مقتول کو 7 گولیاں لگیں۔ پولیس نے جائے وقوعہ سے خول تحویل میں لے لیے ہیں۔پولیس کا کہنا ہے کہ واقعہ بظاہر ذاتی رنجش کا شاخسانہ معلوم  ہوتا ہے۔ تاہم اس حوالے سے مزید تفتیش جاری ہے۔ ,﻿سہراب گوٹھ تھانہ میں مسجد کے باہر 65 سالہ مقتول کو اندھا دھند فائرنگ کر کے قتل کر دیا اور ملزمان فرار ہونے میں کامیاب ہو گئے۔ مقتول پشاور کا رہائشی  اور کپڑے کا کاروبار کرتا تھا۔ معاملہ ذاتی رنجش کا لگتا ہے مزید تفتیش جاری ہے۔
گزشتہ روزپرائمری اسکول کے ٹیچر کو قتل کر دیا گیا اور قاتل فرار ہونے میں کام یاب ہو گئے۔ تعلقہ پولیس اسٹیشن کی حدود میں پرائمری اسکول ٹیچر کے قتل کے معاملے پر پولیس کی جانب سے تفتیش شروع کی گئی اور اس قتل کا سراغ لگانے کے لیے پولیس کی مشترکہ ٹیم تشکیل دی گئی،مقتول ٹیچر گلزار علی کھو کھر کے بھتیجے پولیس کانسٹیبل باقرعلی کھوکھر اور زین العابدین کے بارے میں ایس ایس پی نے بتایا کہ ٹیچر گلزار علی کھوکھر کی دوسری بیوی فائزہ بیروہی کے پولیس کانسٹیبل باقرعلی کوکھر سے تعلقات ہوگئے تھے۔ان کا کہنا تھا کہ باقر کھوکھر اپنے چچا گلزار کھوکھر سے چھپ کر ان کی بیوی فائزہ سے ملتا تھا، اس سلسلے میں ایس ایس پی امیر سعود کا کہنا تھا کہ باقر کھوکھر نے اپنے اقبالی بیان میں بتایا کہ میرے چچا گلزار کھوکھر کو میرے ان کی بیوی فائز کے ساتھ تعلقات کا علم ہو گیا تھا اور پھر میں نے ان کو اپنے راستے سے ہٹانے اور فائزہ کواپنانے کے لیے یہ خونی کھیل کھیلا اور اپنے سگے چچا گلزار کھوکھر کو موت کے گھاٹ اتار دیا۔باقر کھوکھر نے پولیس کمانڈو کی ٹریننگ حاصل کی تھی اور اس نے موٹر سائیکل پر جاتے ہوئے ٹارگٹ کو ہٹ کرنے کی صلاحیت حاصل کی ہوئی تھی اور اسی کو استعمال کرتے ہوئے اس نے اپنے چچا پر فائر کیاایس ایس پی نے بتایا کہ ملزم نے مقتول پر چھ گولیاں چلائیں، جن میں ایک گولی ان کے سر میں پیوست ہوئیں، جب کہ دو گولیاں چہرے پر لگی اور وہ موقع پر ہی جاں بحق ہو گیا۔,﻿گزشتہ روز پرائمری سکول ٹیچر کو قتل کر کے فرار ہونے میں کامیاب ہونے والے قاتل کا سراغ لگانے کے لیے پولیس ٹیم تشکیل دی گئی. مقتول کا بھتیجا پولیس کانسٹیبل تھا جس کے اپنے چچا کی دوسری اہلیہ کے ساتھ تعلقات تھے جب چچا کو اس بات کا علم ہوا تو اس نے ان کو راستے سے ہٹانے کے لیے موٹر سائیکل سے چھ گولیاں چلائیں جس میں سے ایک مقتول کے سر پہ اور دو اس کے چہرے پر لگی جس سے وہ جہاں باک ہوا ۔
لاہور کے علاقے غازی آباد میں کرائے دار  اور مالک مکان کی بیٹیاں 13 سالہ طیبہ اور 7 سالہ مافیا گھر کی چھت پر کھیل رہی تھیں جہاں نامعلوم افراد نے ان پر پیٹرول چھڑک کر آگ لگا دی۔   پولیس کا بتانا ہے کہ  بچیوں کو فوری طور پر میواسپتال کے برن یونٹ میں منتقل کر دیا گیا ہے  جہاں ان کا علاج معالجہ جاری ہے۔ پولیس نےموقع پر پہنچ کر شواہد جمع کر لیےاور تحقیقات شروع کر دی ہیں، دوسری جانب چیئر پرسن چائلڈ پروٹیکشن بیورو سارہ احمد نے بچیوں اور ان کے لواحقین کو قانونی معاونت مہیا کرنے کی یقین دہانی کرائی ہے۔,   لاہور میں ایک کرایہ دار اور مکان مالک کی بیٹیوں کو آگ لگا دی گئی ۔ بچیاں چھت پر کھیل رہی تھیں ، جہاں  نامعلوم افراد نے پیٹرول پھینک کر آگ لگائی۔بچیوں کو فوری ہسپتال منتقل کیا گیا۔ چائلڈ پروٹیکشن بیورونے تحقیقات میں اپنی بھرپور مدد کی یقین دہانی کروائی۔
مختلف مقامات پر مسلح موٹرسائیکل سواروں نے لوٹ مار کی موٹر سائیکل جینی اس کے علاوہ موبائل فون اور نقدی کی بھی وارداتیں ہوئیں۔ اس سلسلے میں پولیس نے اپنا روایتی کردار ادا کرتے ہوئے ملزمان کا پیچھا کیا اور اس کے بعد لاکھوں روپیہ جو کہ نقدی کی صورت میں شہر کے کاروباری علاقوں سے لوٹا گیا تھا، ملزمان کو گرفتار کرکے ان کے قبضہ سے یہ رقم برآمد کر کے تاجر تنظیموں کی موجودگی میں مالکان کے حوالے کی گئی۔ انہوں نے کہا کہ موہنی بازار میں ایک دکان سے دس لاکھ روپے کی ڈکیتی ہوئی ،جب کہ سکرنڈ روڈ پر بینک سے 15 لاکھ روپے لے کر گاؤں جانے والے افراد کو موٹر سائیکل سوار ڈاکوؤں نے لوٹ لیا۔اس کے علاوہ پرانا نواب شاہ سے ایک ہول سیل دکان سے ساڑھے تین لاکھ اور اس کے علاوہ بھی وارداتیں ہوئیں، جن میں موبائل فون نقدی لوٹ لی گئی۔ ایس ایس پی امیر سعود مگسی کا کہنا تھا کہ تواتر سے ہونے وارداتوں کے بعد پولیس کی ازسرنو صف بندی کی گئی، تھانوں کے ایس ایچ او کو تبدیل کیا گیا، جب کہ کئی نئے ایس ایچ او کو چارج دیا گیا ,﻿مختلف مقامات پر مصلح موٹر سائیکل سواروں نے وارداتوں کے نتیجہ میں موٹر سائیکل، نقدی اور موبائل فون چھینے۔ پولیس نے لوٹے گئے  لاکھوں روپے نقدی کاروباری تنظیموں کی موجودگی میں مالکان کو واپس کیے ایس ایس پی کے مطابق ایس ایچ اوز کی تبدیلیوں کی صورت میں یہ ممکن ہوا۔
 ایف آئی آر کے مطابق پاکتپن کی رہائشی اور تین بچوں کی ماں نے خاوند کے فوت ہوجانے پر ملزم سے دوسری شادی کی تھی اور لاہور کے علاقے شیرا کوٹ میں رہنے لگے تھے ۔ 24 جولائی کو ماں نے اپنے سابقہ مرحوم شوہر کے بھائی ہدایت اللہ کو فون پر کہا تھا کہ ان کا تین سالہ بیٹا چاند علی بیماری کے باعث فوت ہوگیا ہے لہٰذا وہ اس کی تدفین لاہور میں ہی کرنے لگے ہیں۔ جواباَ انہیں کہا گیا وہ اپنے بھتیجے کو خود دفنائیں گے لہٰذا وہ لاش پاکپتن لے آئیں۔ ایف آئی آر کے مطابق اس پر خاتون نے فون بند کر دیا اور شام کو بچے کی لاش اور اپنی دو بچیوں کے ساتھ مرحوم خاوند کے گھر جانے کی بجائے اپنے والدین کے گھر چلی گئیں۔ رات گئے کسی محلے دارکی اطلاع کے مطابق خانون اکیلے ہی بچے کو دفن کرنے کی کوشش کر رہی ہیں۔ ایس پی آپریشنز اقبال ٹاؤن عثمان ٹیپو کے مطابق پولیس ہیلپ لائن 15 پر ایک کال موصول ہوئی کہ ایک خاتون بچےکو دفن کرنے کی کوشش کر رہی ہے اور شکوک و شبہات ہیں کہ بچے کو قتل کیا گیا ہے۔ پولیس نے پاکپتن جا کرتحقیق کی تو کال کرنے والے عطا اللہ کا پتہ چل گیا۔ ایس پی آپریشنز کے مطابق عطا اللہ نے پولیس سے گفتگو کرتے ہوئے کہا کہ بچے کی موت طبعی نہیں بلکہ اسے سوتیلے باپ نے مبینہ طور پر تشدد کر کے قتل کیا۔ ہدایت اللہ کا کہنا تھا کہ انہیں ان کی بھتیجی سے پتہ چلا کہ عثمان نے ان کی ماں سے شادی کے اگلےہی دن تشدد شروع کر دیا تھا۔ ایس پی پولیس کا کہنا ہے کہ بچیوں سے پوچھ گچھ کرنے پر معلوم ہوا کہ ملزم نے تین سالہ معصوم بچے کو بستر پر پیشاب کرنے کی وجہ سے تشدد کا نشانہ بنایا تھا۔ ’اس دن تین سالہ بچہ بخارمیں بھی مبتلا تھا۔ معصوم بچہ تشدد برداشت نہ کرسکا اور زخموں کو رات کے اندھیرے میں دفنانے کی کوشش بھی کرتیں رہیں۔,"﻿پاکپتن کی رہائشی نے لاہور میں اپنے مقتول شوہر کے بھائی کو ان کے تین سالہ بیٹے کی موت کی اطلاع دی ۔  مقامی لوگوں نے بچے کو رات گئے دفنانے کی کوشش کی اطلاع دی تاہم پولیس کی تفتیش سے پتہ چلا کہ سوتیلے باپ نے  بیٹے کو بستر پر پیشاب کرنے پر قتل کر دیا گیا تھا۔ 
"
رحیم یار خان پولیس کی کشمور میں کچے کے علاقے میں انٹیلی جنس بیسڈ ٹارگٹڈ کارروائی کی طرف سے ڈی پی او رحیم یارخان رضوان گوندل کے مطابق خفیہ اطلاع پر پولیس ٹیم نے کچہ کشمور میں کامیاب کارروائی کرکے ڈاکوؤں کے سرغنہ جانو انڈھڑ سمیت 6 ملزمان کو ہلاک اور 2 کو زخمی کردیا گیا ۔ سندھ حکومت کی طرف سے جانواندھڑ کے سر کی قیمت 2کروڑ روپے جبکہ پنجاب پولیس کی جانب سے اندھڑ جانو کے سر کی قیمت 1 کروڑ مقرر کی گئی تھی۔ رحیم یارخان پولیس کی کامیاب کاروائی میں بین الصوبائی ڈکیت گینگ جانو اندھڑ اپنے 4 ساتھیوں سمیت جہنم واصل ہوگیا جبکہ دو ساتھی زخمی حالت میں پولیس نے گرفتار کر لیے۔ پولیس کا کہنا ہے کہ آپریشن میں جدیداسلحہ اور بکتر بند گاڑیوں سے بھی مدد لی گئی تھی۔ رحیم یار خان پولیس کا کہنا ہےکہ ملزمان ماہی چوک کے علاقے میں 2 سال قبل قتل کیے گئے ایک ہی خاندان کے 9 افراد کے مقدمات میں مطلوب تھے جن کے زندہ اور مردہ گرفتاری پر سندھ اور پنجاب پولیس کی جانب سے انعام مقرر کیا گیا تھا۔,﻿رحیم یار خان پولیس نے انٹیلیجنس بیسڈ ٹارگٹڈ کارروائی کے نتیجہ میں  ڈاکووں کے سرغنہ سمیت 6 ملزمان کو جہنم واصل کیا جبکہ 2 کو زخمی حالت میں گرفتار کیا۔ سندھ پولیس کی جانب سے ڈاکووں کے سرغنہ کے سر کی قیمت 2کروڑ جبکہ پنجاب پولیس کی جانب سے 1 کروڑ مقرر تھی۔ ملزمان  ایک ہی خاندان کے 9افراد کے قتل میں ملوث تھے ۔
کراچی،ڈیفنس میں فائرنگ سے رکن سندھ اسمبلی کا بھائی اور بھتیجا جاں بحق  کراچی کے مین علاقے ڈیفنس میں گاڑی پر فائرنگ سے ایم پی اے اسلم ابڑو کے بڑے بھائی اکرم ابڑو سمیت 2 افراد جاں بحق اور 2 افراد شدید زخمی ہوگئے ایس پی انوسٹی گیشن ساؤتھ ابریزعباسی نے جائے وقوعہ پر میڈیا سے گفتگو کرتے ہوئے کہا کہ مقتول اپنے گھر سے براستہ خیابان شمشیر آرہے تھے کہ تعاقب کرنے والوں موٹرسائیکل سواروں نے نشانہ بنایا.پولیس کا کہنا ہے کہ ملزمان نے نائن ایم ایم اور 222 بور سے فائرنگ کی۔ پولیس کے مطابق تمام افراد خیابان شمشیر سے جیکب آباد جارہے تھے، ڈبل کیبن گاڑی میں5 افراد سوار تھے۔ ڈبل کیبن گاڑی پر30سے زائد گولیوں کے نشانات ہیں۔ حکام کا کہنا ہے کہ حملہ آور3 موٹرسائیکل اور ایک کار میں سوار تھے، گاڑی کی ونڈاسکرین پرگولیوں کے9 نشانات ہیں۔ فائرنگ گاڑی کے اندر سے بھی ہونے کے شواہد ملے ہیں۔ ,﻿کراچی ، ڈیفنس میں ایس پی انویسٹیگیشن کے مطابق فائرنگ کے نتیجے میں ایم پی اے سندھ اسمبلی اسلم ابڑو کے بڑے بھائی، بھتیجا و ایک فرد جانبحق اور 2 افراد زخمی ہوئے ۔  ملزمان نے پیچھا کرتے ہوئے 9ایم ایم اور 222 بور سے فائرنگ کی۔ مقتول و دیگر افراد ڈبل کیبن میں سوار تھے جس پر تیس گولیاں لگیں۔ 
اسلام آباد: سول جج عاصم حفیظ کی اہلیہ صومیہ کے خلاف 14 سالہ گھریلو ملازمہ رضوانہ کو مبینہ طور پر تشدد کا نشانہ بنانے کا مقدمہ درج کرلیا گیا۔ رپورٹس کے مطابق مقدمہ نوجوان ملازم کے والد کی مدعیت میں اسلام آباد کے ہمک تھانے میں درج کیا گیا۔ فرسٹ انفارمیشن رپورٹ (ایف آئی آر) میں بتایا گیا ہے کہ 14 سالہ رضوانہ 10 ہزار روپے ماہانہ تنخواہ پر 6 ماہ سے سول جج عاصم حفیظ کی گھریلو ملازمہ تھی۔ درج مقدمے کے مطابق سول جج کی اہلیہ کے تشدد سے لڑکی کا دانت، ناک، بازو اور پسلیاں ٹوٹ گئیں۔ سومیا نے لڑکی کو لاٹھیوں اور چمچوں سے تشدد کا نشانہ بنایا، ڈنڈوں سے اس کی کمر پر گہرے زخم لگائے جبکہ سول جج کی اہلیہ نے مبینہ طور پر لڑکی کا گلا گھونٹ دیا جس کے واضح نشانات ہیں۔ قبل ازیں متاثرہ لڑکی کے والدین کا کہنا تھا کہ 14 سالہ بیٹی کو مختار نامی شخص نے چھ ماہ قبل سول جج عاصم حفیظ کے گھر کام کرنے کے لیے بھیجا تھا۔ والدین کا کہنا تھا کہ جج کی اہلیہ نے لڑکی پر زیورات چوری کرنے کا الزام لگا کر بلے سے تشدد کیا۔ لڑکی کی حالت خراب ہونے پر اس نے اسے اس کی ماں کے حوالے کر دیا۔ بچی کو تشویشناک حالت میں سرگودھا سے لاہور منتقل کر دیا گیا ہے اور وہ جنرل ہسپتال میں زیر علاج ہے۔ اسپتال انتظامیہ کا کہنا ہے کہ اس کے جسم پر تشدد کے پرانے نشان ہیں جو بروقت علاج نہ ہونے کی وجہ سے بگڑ گئے۔ لڑکی کی ٹانگیں فریکچر ہیں اور اس کے سر پر بھی چوٹ آئی ہے۔ ,﻿ سول جج عاصم حفیظ کی اہلیہ کے خلاف 14 سالہ گھریلو ملازمہ کو تشدد کا نشانہ بنانے کا مقدمہ درج ہوا۔  تشدد کی وجہ سے ملازمہ کے دانت، ناک، بازو اور پسلیاں ٹوٹ گئی، گلا گھونٹنے کے بھی نشانات ہیں۔ لڑکی کو ہسپتال منتقل کر دیا گیا۔
خیبر پختونخوا کے ضلع خیبر میں تھانہ علی مسجد کی حدود میں دھماکے کے نتیجے میں ایڈیشنل ایس ایچ او عدنان آفریدی کے شہید ہوگئے، واقع کی اطلاع ملتے ہی پولیس اور امدادی ٹیمیں جائے وقوعہ پر پہنچ گئیں۔ پولیس کا کہنا ہے کہ واقعے کی مزید تحقیقات کی جارہی ہے، ابتدائی اطلاعات کے مطابق دھماکا خود کش تھا۔ دھماکے سے متعدد افراد زخمی ہو گئے جنہیں ہسپتال منتقل کیا جا رہا ہے۔ خود کش حملہ آور نے نو تعمیر شدہ مسجد میں داخل ہونے کی کوشش کی اور جب پولیس نے اس کی تلاشی لینا شروع کی تو اس نے خود کو دھماکے سے اڑا لیا۔ دھماکے کے نتیجے میں متعدد افراد زخمی ہوگئے۔ پولیس اور امدادی کارکنوں نے موقع پر پہنچ کر کارروائی شروع کردی۔,﻿خیبر پختونخوا تھانہ علی مسجد کی حدود میں ایڈیشنل ایس ایچ او دھماکے کی زد میں آ کر شہید ہو گئے۔  دھماکہ خودکش تھا جس میں متعدد افراد زخمی ہوئے۔ امدادی ٹیم کی کاروائی جاری ہے۔
لاہور: ڈی آئی جی شارق جمال کی ابتدائی پوسٹ مارٹم رپورٹ آگئی۔ پوسٹ مارٹم کی ابتدائی رپورٹ کے مطابق متوفی شارق جمال کا آدھا منہ کھلا ہوا تھا، ان کے ہونٹوں اور دانتوں پر خون کے نشانات تھے۔ رپورٹ کے مطابق شارق جمال کے جسم پر تشدد کے نشانات نہیں پائے گئے ، جسم اکڑا ہوا تھا، شارق جمال کی بائیں کہنی پر زخم کا ایک پرانا نشان تھا جبکہ تحقیقاتی ٹیم نے اسے طبعی موت قرار دیا ہے۔ شارق جمال کے اہل خانہ نے مزید پولیس کارروائی سے انکار کر دیا ہے۔ واضح رہے کہ گزشتہ روز لاہور کے ڈی آئی جی شارق جمال ڈی ایچ اے میں واقع گھر میں مردہ پائے گئے تھے, لاہورکے ڈی آئی جی شارق جمال کی ابتدائی پوسٹ مارٹم رپورٹ میں متوفی کا آدھا منہ کھلا ہوا اور ہونٹوں اور دانتوں پر خون کے نشانات تھے۔ تحقیقاتی ٹیم نے اسے طبعی موت قرار دیا ہے
سرگودھا :نو مولود بچے کے اغوامیں نرسز اور ڈاکٹرز بھی ملوث ہیں ، ڈی ایچ کیو ٹیچنگ اسپتال سرگودھا سے نومولود بچے کو اغوا کر لیا گیا جس پر ورثا نے ایمر جنسی کے باہر بھر پور احتجاج دیکارڈ کرایا، بجکہ بچہ تا حال نہیں مل سکا ،بچے کے لواحقین کا کہنا ہے کہ اسپتال انتظامیہ اور ڈاکٹرز کی ملی بھگت سے بچے کو اغوا کیا گیا ہے جبکہ واقع کا نوٹس لیتے ہوئےپولیس نے مظاہرین اور اسپتال انتظامیہ کے درمیان مذاکرات کی بھی کوشش کی جبکہ مذاکرات ناکام ہوگئے۔ سی سی ٹی وی کیمروں کی مدد سے پتہ لگایا گیا کہ بچہ کسی خاتون نے اغوا کیا ہے جبکہ خاتون کی تاحال شناخت نہیں ہوسکی پولیس حکام کا کہنا ہے کہ جلد ہی بچے کو بازیاب کرا لیں گے۔ مظاہرین کا کہنا ہے کہ بچے کی بازیابی تک احتجاج جاری رہے گا,"سرگودھا کے اسپتال سے نو مولود بچے کی اغواء کے معاملے میں نرسز اور ڈاکٹرز ملوث ہیں۔ ورثا نے احتجاج کیا، بچہ  اب تک نہیں مل سکا۔ اور مظاہرین کا کہنا ہے کہ احتجاج جاری رہے گا۔
"
" جمعرات کو اے این ایف ہیڈ کوارٹرز کے ترجمان نے بتایا کہ بونیر اور مردان کے رہائشی دو ملزمان جو کہ فلائٹ نمبر
GF-771
 سے جدہ جا رہے تھے، کو اسلام آباد انٹرنیشنل ایئرپورٹ پر 1200 گرام آئس منشیات برآمد ہونے پر گرفتار کر لیا گیا۔ برہان انٹر چینج اٹک کے قریب ایک اور چھاپے میں ایک کار کے خفیہ خانوں میں چھپائی گئی 4.8 کلو گرام چرس برآمد کر لی گئی۔ کارروائی کے دوران کوہستان کے رہائشی ایک ملزم کو گرفتار کر لیا گیا۔ تمام ملزمان کے خلاف الگ الگ مقدمات درج کر لیے گئے ہیں جبکہ مزید تفتیش جاری ہے",راولپنڈی میں اینٹی نارکوٹکس فورس (این ایف) نے 25 کلو گرام منشیات برآمد کر کے 6 ملزمان کو گرفتار کیا۔ گرفتار شدہ ملزمان میں دو جدہ جانے والے شخصوں اور کوہستان کے رہائشی شامل ہیں۔ مزید تفتیش جاری ہے۔
